timestamp_utc,timestamp_local,local_date,local_time,area_mean_vpd_kpa
1949-02-08 06:00:00+00:00,1949-02-08 16:00:00+10:00,1949-02-08,16:00,3.191262
1949-02-09 02:00:00+00:00,1949-02-09 12:00:00+10:00,1949-02-09,12:00,2.0163682
1949-02-09 06:00:00+00:00,1949-02-09 16:00:00+10:00,1949-02-09,16:00,1.7967225
1949-02-10 02:00:00+00:00,1949-02-10 12:00:00+10:00,1949-02-10,12:00,2.77198
1949-02-10 06:00:00+00:00,1949-02-10 16:00:00+10:00,1949-02-10,16:00,3.3891585
1949-02-11 02:00:00+00:00,1949-02-11 12:00:00+10:00,1949-02-11,12:00,2.2855878
1949-02-11 06:00:00+00:00,1949-02-11 16:00:00+10:00,1949-02-11,16:00,0.9915309
1949-02-12 02:00:00+00:00,1949-02-12 12:00:00+10:00,1949-02-12,12:00,1.0373996
1949-02-12 06:00:00+00:00,1949-02-12 16:00:00+10:00,1949-02-12,16:00,1.7881222
1949-02-13 02:00:00+00:00,1949-02-13 12:00:00+10:00,1949-02-13,12:00,1.5550665
1949-02-13 06:00:00+00:00,1949-02-13 16:00:00+10:00,1949-02-13,16:00,2.175736
1949-02-14 02:00:00+00:00,1949-02-14 12:00:00+10:00,1949-02-14,12:00,2.4432697
1949-02-14 06:00:00+00:00,1949-02-14 16:00:00+10:00,1949-02-14,16:00,2.9701984
1949-02-15 02:00:00+00:00,1949-02-15 12:00:00+10:00,1949-02-15,12:00,1.9479195
1949-02-15 06:00:00+00:00,1949-02-15 16:00:00+10:00,1949-02-15,16:00,2.3262482
1949-02-16 02:00:00+00:00,1949-02-16 12:00:00+10:00,1949-02-16,12:00,2.2955732
1949-02-16 06:00:00+00:00,1949-02-16 16:00:00+10:00,1949-02-16,16:00,2.4292278
1949-02-17 02:00:00+00:00,1949-02-17 12:00:00+10:00,1949-02-17,12:00,2.0783951
1949-02-17 06:00:00+00:00,1949-02-17 16:00:00+10:00,1949-02-17,16:00,2.33664
1949-02-18 02:00:00+00:00,1949-02-18 12:00:00+10:00,1949-02-18,12:00,0.8476103
1949-02-18 06:00:00+00:00,1949-02-18 16:00:00+10:00,1949-02-18,16:00,1.0453769
1949-02-19 02:00:00+00:00,1949-02-19 12:00:00+10:00,1949-02-19,12:00,2.6968486
1949-02-19 06:00:00+00:00,1949-02-19 16:00:00+10:00,1949-02-19,16:00,2.6684878
1949-02-20 02:00:00+00:00,1949-02-20 12:00:00+10:00,1949-02-20,12:00,0.24751897
1949-02-20 06:00:00+00:00,1949-02-20 16:00:00+10:00,1949-02-20,16:00,0.2358573
1949-02-21 02:00:00+00:00,1949-02-21 12:00:00+10:00,1949-02-21,12:00,0.06720126
1949-02-21 06:00:00+00:00,1949-02-21 16:00:00+10:00,1949-02-21,16:00,0.16666293
1949-02-22 02:00:00+00:00,1949-02-22 12:00:00+10:00,1949-02-22,12:00,0.82124025
1949-02-22 06:00:00+00:00,1949-02-22 16:00:00+10:00,1949-02-22,16:00,0.25410366
1949-02-23 02:00:00+00:00,1949-02-23 12:00:00+10:00,1949-02-23,12:00,0.5617053
1949-02-23 06:00:00+00:00,1949-02-23 16:00:00+10:00,1949-02-23,16:00,0.5618307
1949-02-24 02:00:00+00:00,1949-02-24 12:00:00+10:00,1949-02-24,12:00,0.5384169
1949-02-24 06:00:00+00:00,1949-02-24 16:00:00+10:00,1949-02-24,16:00,0.5210375
1949-02-25 02:00:00+00:00,1949-02-25 12:00:00+10:00,1949-02-25,12:00,0.8101983
1949-02-25 06:00:00+00:00,1949-02-25 16:00:00+10:00,1949-02-25,16:00,0.72620153
1949-02-26 02:00:00+00:00,1949-02-26 12:00:00+10:00,1949-02-26,12:00,0.9691841
1949-02-26 06:00:00+00:00,1949-02-26 16:00:00+10:00,1949-02-26,16:00,1.0847119
1949-02-27 02:00:00+00:00,1949-02-27 12:00:00+10:00,1949-02-27,12:00,1.1284512
1949-02-27 06:00:00+00:00,1949-02-27 16:00:00+10:00,1949-02-27,16:00,1.4566015
1949-02-28 02:00:00+00:00,1949-02-28 12:00:00+10:00,1949-02-28,12:00,1.6580076
1949-02-28 06:00:00+00:00,1949-02-28 16:00:00+10:00,1949-02-28,16:00,2.1186602
1949-03-01 02:00:00+00:00,1949-03-01 12:00:00+10:00,1949-03-01,12:00,1.7727488
1949-03-01 06:00:00+00:00,1949-03-01 16:00:00+10:00,1949-03-01,16:00,1.932457
1949-03-02 02:00:00+00:00,1949-03-02 12:00:00+10:00,1949-03-02,12:00,1.1111795
1949-03-02 06:00:00+00:00,1949-03-02 16:00:00+10:00,1949-03-02,16:00,1.1655885
1949-03-03 02:00:00+00:00,1949-03-03 12:00:00+10:00,1949-03-03,12:00,0.41461992
1949-03-03 06:00:00+00:00,1949-03-03 16:00:00+10:00,1949-03-03,16:00,0.3857852
1949-03-04 02:00:00+00:00,1949-03-04 12:00:00+10:00,1949-03-04,12:00,1.139354
1949-03-04 06:00:00+00:00,1949-03-04 16:00:00+10:00,1949-03-04,16:00,0.96187025
1949-03-05 02:00:00+00:00,1949-03-05 12:00:00+10:00,1949-03-05,12:00,1.6419144
1949-03-05 06:00:00+00:00,1949-03-05 16:00:00+10:00,1949-03-05,16:00,1.4854416
1949-03-06 02:00:00+00:00,1949-03-06 12:00:00+10:00,1949-03-06,12:00,1.7590265
1949-03-06 06:00:00+00:00,1949-03-06 16:00:00+10:00,1949-03-06,16:00,1.5902971
1949-03-07 02:00:00+00:00,1949-03-07 12:00:00+10:00,1949-03-07,12:00,0.46089193
1949-03-07 06:00:00+00:00,1949-03-07 16:00:00+10:00,1949-03-07,16:00,0.5366402
1949-03-08 02:00:00+00:00,1949-03-08 12:00:00+10:00,1949-03-08,12:00,0.4028724
1949-03-08 06:00:00+00:00,1949-03-08 16:00:00+10:00,1949-03-08,16:00,0.7816054
1949-03-09 02:00:00+00:00,1949-03-09 12:00:00+10:00,1949-03-09,12:00,1.513863
1949-03-09 06:00:00+00:00,1949-03-09 16:00:00+10:00,1949-03-09,16:00,1.2967876
1949-03-10 02:00:00+00:00,1949-03-10 12:00:00+10:00,1949-03-10,12:00,1.4452151
1949-03-10 06:00:00+00:00,1949-03-10 16:00:00+10:00,1949-03-10,16:00,0.8711665
1949-03-11 02:00:00+00:00,1949-03-11 12:00:00+10:00,1949-03-11,12:00,0.76048154
1949-03-11 06:00:00+00:00,1949-03-11 16:00:00+10:00,1949-03-11,16:00,0.8983676
1949-03-12 02:00:00+00:00,1949-03-12 12:00:00+10:00,1949-03-12,12:00,0.6890571
1949-03-12 06:00:00+00:00,1949-03-12 16:00:00+10:00,1949-03-12,16:00,0.24118388
1949-03-13 02:00:00+00:00,1949-03-13 12:00:00+10:00,1949-03-13,12:00,1.273439
1949-03-13 06:00:00+00:00,1949-03-13 16:00:00+10:00,1949-03-13,16:00,1.5671092
1949-03-14 02:00:00+00:00,1949-03-14 12:00:00+10:00,1949-03-14,12:00,1.2305897
1949-03-14 06:00:00+00:00,1949-03-14 16:00:00+10:00,1949-03-14,16:00,1.1620913
1949-03-15 02:00:00+00:00,1949-03-15 12:00:00+10:00,1949-03-15,12:00,2.1900527
1949-03-15 06:00:00+00:00,1949-03-15 16:00:00+10:00,1949-03-15,16:00,2.7004712
1949-03-16 02:00:00+00:00,1949-03-16 12:00:00+10:00,1949-03-16,12:00,2.4735281
1949-03-16 06:00:00+00:00,1949-03-16 16:00:00+10:00,1949-03-16,16:00,2.3287385
1949-03-17 02:00:00+00:00,1949-03-17 12:00:00+10:00,1949-03-17,12:00,1.4468794
1949-03-17 06:00:00+00:00,1949-03-17 16:00:00+10:00,1949-03-17,16:00,0.61147875
1949-03-18 02:00:00+00:00,1949-03-18 12:00:00+10:00,1949-03-18,12:00,0.7667181
1949-03-18 06:00:00+00:00,1949-03-18 16:00:00+10:00,1949-03-18,16:00,0.45406413
1949-03-19 02:00:00+00:00,1949-03-19 12:00:00+10:00,1949-03-19,12:00,0.7212247
1949-03-19 06:00:00+00:00,1949-03-19 16:00:00+10:00,1949-03-19,16:00,0.74993104
1949-03-20 02:00:00+00:00,1949-03-20 12:00:00+10:00,1949-03-20,12:00,0.80689096
1949-03-20 06:00:00+00:00,1949-03-20 16:00:00+10:00,1949-03-20,16:00,1.029138
1949-03-21 02:00:00+00:00,1949-03-21 12:00:00+10:00,1949-03-21,12:00,1.249729
1949-03-21 06:00:00+00:00,1949-03-21 16:00:00+10:00,1949-03-21,16:00,1.2282051
1949-03-22 02:00:00+00:00,1949-03-22 12:00:00+10:00,1949-03-22,12:00,0.68215686
1949-03-22 06:00:00+00:00,1949-03-22 16:00:00+10:00,1949-03-22,16:00,0.39534178
1949-03-23 02:00:00+00:00,1949-03-23 12:00:00+10:00,1949-03-23,12:00,0.26497367
1949-03-23 06:00:00+00:00,1949-03-23 16:00:00+10:00,1949-03-23,16:00,0.3028989
1949-03-24 02:00:00+00:00,1949-03-24 12:00:00+10:00,1949-03-24,12:00,0.9128669
1949-03-24 06:00:00+00:00,1949-03-24 16:00:00+10:00,1949-03-24,16:00,0.66518086
1949-03-25 02:00:00+00:00,1949-03-25 12:00:00+10:00,1949-03-25,12:00,1.2977108
1949-03-25 06:00:00+00:00,1949-03-25 16:00:00+10:00,1949-03-25,16:00,1.4277107
1949-03-26 02:00:00+00:00,1949-03-26 12:00:00+10:00,1949-03-26,12:00,0.86180735
1949-03-26 06:00:00+00:00,1949-03-26 16:00:00+10:00,1949-03-26,16:00,0.83159995
1949-03-27 02:00:00+00:00,1949-03-27 12:00:00+10:00,1949-03-27,12:00,0.71929234
1949-03-27 06:00:00+00:00,1949-03-27 16:00:00+10:00,1949-03-27,16:00,0.7015087
1949-03-28 02:00:00+00:00,1949-03-28 12:00:00+10:00,1949-03-28,12:00,0.81208533
1949-03-28 06:00:00+00:00,1949-03-28 16:00:00+10:00,1949-03-28,16:00,0.78555036
1949-03-29 02:00:00+00:00,1949-03-29 12:00:00+10:00,1949-03-29,12:00,1.3095565
1949-03-29 06:00:00+00:00,1949-03-29 16:00:00+10:00,1949-03-29,16:00,1.4132241
1949-03-30 02:00:00+00:00,1949-03-30 12:00:00+10:00,1949-03-30,12:00,0.94621736
1949-03-30 06:00:00+00:00,1949-03-30 16:00:00+10:00,1949-03-30,16:00,0.8318595
1949-03-31 02:00:00+00:00,1949-03-31 12:00:00+10:00,1949-03-31,12:00,1.080788
1949-03-31 06:00:00+00:00,1949-03-31 16:00:00+10:00,1949-03-31,16:00,1.2084179
1949-04-01 02:00:00+00:00,1949-04-01 12:00:00+10:00,1949-04-01,12:00,0.843757
1949-04-01 06:00:00+00:00,1949-04-01 16:00:00+10:00,1949-04-01,16:00,0.82205325
1949-04-02 02:00:00+00:00,1949-04-02 12:00:00+10:00,1949-04-02,12:00,1.0055258
1949-04-02 06:00:00+00:00,1949-04-02 16:00:00+10:00,1949-04-02,16:00,1.2327313
1949-04-03 02:00:00+00:00,1949-04-03 12:00:00+10:00,1949-04-03,12:00,0.57687545
1949-04-03 06:00:00+00:00,1949-04-03 16:00:00+10:00,1949-04-03,16:00,0.5746241
1949-04-04 02:00:00+00:00,1949-04-04 12:00:00+10:00,1949-04-04,12:00,1.3084527
1949-04-04 06:00:00+00:00,1949-04-04 16:00:00+10:00,1949-04-04,16:00,1.5017229
1949-04-05 02:00:00+00:00,1949-04-05 12:00:00+10:00,1949-04-05,12:00,0.8142088
1949-04-05 06:00:00+00:00,1949-04-05 16:00:00+10:00,1949-04-05,16:00,1.0228267
1949-04-06 02:00:00+00:00,1949-04-06 12:00:00+10:00,1949-04-06,12:00,1.5561424
1949-04-06 06:00:00+00:00,1949-04-06 16:00:00+10:00,1949-04-06,16:00,1.7159748
1949-04-07 02:00:00+00:00,1949-04-07 12:00:00+10:00,1949-04-07,12:00,1.9159225
1949-04-07 06:00:00+00:00,1949-04-07 16:00:00+10:00,1949-04-07,16:00,1.9865621
1949-04-08 02:00:00+00:00,1949-04-08 12:00:00+10:00,1949-04-08,12:00,2.0772445
1949-04-08 06:00:00+00:00,1949-04-08 16:00:00+10:00,1949-04-08,16:00,2.1178617
1949-04-09 02:00:00+00:00,1949-04-09 12:00:00+10:00,1949-04-09,12:00,1.3401359
1949-04-09 06:00:00+00:00,1949-04-09 16:00:00+10:00,1949-04-09,16:00,1.4812102
1949-04-10 02:00:00+00:00,1949-04-10 12:00:00+10:00,1949-04-10,12:00,0.8113939
1949-04-10 06:00:00+00:00,1949-04-10 16:00:00+10:00,1949-04-10,16:00,0.9002154
1949-04-11 02:00:00+00:00,1949-04-11 12:00:00+10:00,1949-04-11,12:00,1.314176
1949-04-11 06:00:00+00:00,1949-04-11 16:00:00+10:00,1949-04-11,16:00,1.671292
1949-04-12 02:00:00+00:00,1949-04-12 12:00:00+10:00,1949-04-12,12:00,1.0885724
1949-04-12 06:00:00+00:00,1949-04-12 16:00:00+10:00,1949-04-12,16:00,1.1542002
1949-04-13 02:00:00+00:00,1949-04-13 12:00:00+10:00,1949-04-13,12:00,1.5587937
1949-04-13 06:00:00+00:00,1949-04-13 16:00:00+10:00,1949-04-13,16:00,1.6823636
1949-04-14 02:00:00+00:00,1949-04-14 12:00:00+10:00,1949-04-14,12:00,1.1405047
1949-04-14 06:00:00+00:00,1949-04-14 16:00:00+10:00,1949-04-14,16:00,1.5606003
1949-04-15 02:00:00+00:00,1949-04-15 12:00:00+10:00,1949-04-15,12:00,0.46298838
1949-04-15 06:00:00+00:00,1949-04-15 16:00:00+10:00,1949-04-15,16:00,0.7960053
1949-04-16 02:00:00+00:00,1949-04-16 12:00:00+10:00,1949-04-16,12:00,1.0195558
1949-04-16 06:00:00+00:00,1949-04-16 16:00:00+10:00,1949-04-16,16:00,1.2045677
1949-04-17 02:00:00+00:00,1949-04-17 12:00:00+10:00,1949-04-17,12:00,1.1485392
1949-04-17 06:00:00+00:00,1949-04-17 16:00:00+10:00,1949-04-17,16:00,1.38092
1949-04-18 02:00:00+00:00,1949-04-18 12:00:00+10:00,1949-04-18,12:00,1.3208585
1949-04-18 06:00:00+00:00,1949-04-18 16:00:00+10:00,1949-04-18,16:00,1.495215
1949-04-19 02:00:00+00:00,1949-04-19 12:00:00+10:00,1949-04-19,12:00,1.5509475
1949-04-19 06:00:00+00:00,1949-04-19 16:00:00+10:00,1949-04-19,16:00,1.3949662
1949-04-20 02:00:00+00:00,1949-04-20 12:00:00+10:00,1949-04-20,12:00,0.93097097
1949-04-20 06:00:00+00:00,1949-04-20 16:00:00+10:00,1949-04-20,16:00,0.99933505
1949-04-21 02:00:00+00:00,1949-04-21 12:00:00+10:00,1949-04-21,12:00,0.21461214
1949-04-21 06:00:00+00:00,1949-04-21 16:00:00+10:00,1949-04-21,16:00,0.37310457
1949-04-22 02:00:00+00:00,1949-04-22 12:00:00+10:00,1949-04-22,12:00,0.92863303
1949-04-22 06:00:00+00:00,1949-04-22 16:00:00+10:00,1949-04-22,16:00,0.9041783
1949-04-23 02:00:00+00:00,1949-04-23 12:00:00+10:00,1949-04-23,12:00,0.93333596
1949-04-23 06:00:00+00:00,1949-04-23 16:00:00+10:00,1949-04-23,16:00,1.0802195
1949-04-24 02:00:00+00:00,1949-04-24 12:00:00+10:00,1949-04-24,12:00,0.6531561
1949-04-24 06:00:00+00:00,1949-04-24 16:00:00+10:00,1949-04-24,16:00,0.97050375
1949-04-25 02:00:00+00:00,1949-04-25 12:00:00+10:00,1949-04-25,12:00,0.89312625
1949-04-25 06:00:00+00:00,1949-04-25 16:00:00+10:00,1949-04-25,16:00,0.91535574
1949-04-26 02:00:00+00:00,1949-04-26 12:00:00+10:00,1949-04-26,12:00,0.93425065
1949-04-26 06:00:00+00:00,1949-04-26 16:00:00+10:00,1949-04-26,16:00,1.044695
1949-04-27 02:00:00+00:00,1949-04-27 12:00:00+10:00,1949-04-27,12:00,0.94853526
1949-04-27 06:00:00+00:00,1949-04-27 16:00:00+10:00,1949-04-27,16:00,1.1313368
1949-04-28 02:00:00+00:00,1949-04-28 12:00:00+10:00,1949-04-28,12:00,0.68676263
1949-04-28 06:00:00+00:00,1949-04-28 16:00:00+10:00,1949-04-28,16:00,0.628844
1949-04-29 02:00:00+00:00,1949-04-29 12:00:00+10:00,1949-04-29,12:00,0.4997041
1949-04-29 06:00:00+00:00,1949-04-29 16:00:00+10:00,1949-04-29,16:00,0.61539036
1949-04-30 02:00:00+00:00,1949-04-30 12:00:00+10:00,1949-04-30,12:00,0.8243106
1949-04-30 06:00:00+00:00,1949-04-30 16:00:00+10:00,1949-04-30,16:00,0.8947129
1949-05-01 02:00:00+00:00,1949-05-01 12:00:00+10:00,1949-05-01,12:00,1.138628
1949-05-01 06:00:00+00:00,1949-05-01 16:00:00+10:00,1949-05-01,16:00,1.1948959
1949-05-02 02:00:00+00:00,1949-05-02 12:00:00+10:00,1949-05-02,12:00,0.77607745
1949-05-02 06:00:00+00:00,1949-05-02 16:00:00+10:00,1949-05-02,16:00,0.856415
1949-05-03 02:00:00+00:00,1949-05-03 12:00:00+10:00,1949-05-03,12:00,0.80390805
1949-05-03 06:00:00+00:00,1949-05-03 16:00:00+10:00,1949-05-03,16:00,0.892296
1949-05-04 02:00:00+00:00,1949-05-04 12:00:00+10:00,1949-05-04,12:00,0.5777052
1949-05-04 06:00:00+00:00,1949-05-04 16:00:00+10:00,1949-05-04,16:00,0.3404429
1949-05-05 02:00:00+00:00,1949-05-05 12:00:00+10:00,1949-05-05,12:00,0.61441493
1949-05-05 06:00:00+00:00,1949-05-05 16:00:00+10:00,1949-05-05,16:00,0.5469298
1949-05-06 02:00:00+00:00,1949-05-06 12:00:00+10:00,1949-05-06,12:00,0.7786507
1949-05-06 06:00:00+00:00,1949-05-06 16:00:00+10:00,1949-05-06,16:00,0.7494621
1949-05-07 02:00:00+00:00,1949-05-07 12:00:00+10:00,1949-05-07,12:00,0.8471225
1949-05-07 06:00:00+00:00,1949-05-07 16:00:00+10:00,1949-05-07,16:00,0.7163554
1949-05-08 02:00:00+00:00,1949-05-08 12:00:00+10:00,1949-05-08,12:00,0.55004317
1949-05-08 06:00:00+00:00,1949-05-08 16:00:00+10:00,1949-05-08,16:00,0.49382368
1949-05-09 02:00:00+00:00,1949-05-09 12:00:00+10:00,1949-05-09,12:00,0.8282516
1949-05-09 06:00:00+00:00,1949-05-09 16:00:00+10:00,1949-05-09,16:00,0.8673281
1949-05-10 02:00:00+00:00,1949-05-10 12:00:00+10:00,1949-05-10,12:00,0.6911492
1949-05-10 06:00:00+00:00,1949-05-10 16:00:00+10:00,1949-05-10,16:00,0.6542506
1949-05-11 02:00:00+00:00,1949-05-11 12:00:00+10:00,1949-05-11,12:00,0.38101098
1949-05-11 06:00:00+00:00,1949-05-11 16:00:00+10:00,1949-05-11,16:00,0.5281702
1949-05-12 02:00:00+00:00,1949-05-12 12:00:00+10:00,1949-05-12,12:00,0.8565836
1949-05-12 06:00:00+00:00,1949-05-12 16:00:00+10:00,1949-05-12,16:00,0.8898285
1949-05-13 02:00:00+00:00,1949-05-13 12:00:00+10:00,1949-05-13,12:00,1.1654001
1949-05-13 06:00:00+00:00,1949-05-13 16:00:00+10:00,1949-05-13,16:00,0.9304002
1949-05-14 02:00:00+00:00,1949-05-14 12:00:00+10:00,1949-05-14,12:00,1.2468427
1949-05-14 06:00:00+00:00,1949-05-14 16:00:00+10:00,1949-05-14,16:00,1.1109296
1949-05-15 02:00:00+00:00,1949-05-15 12:00:00+10:00,1949-05-15,12:00,1.2453858
1949-05-15 06:00:00+00:00,1949-05-15 16:00:00+10:00,1949-05-15,16:00,1.1503783
1949-05-16 02:00:00+00:00,1949-05-16 12:00:00+10:00,1949-05-16,12:00,0.75903416
1949-05-16 06:00:00+00:00,1949-05-16 16:00:00+10:00,1949-05-16,16:00,0.70183736
1949-05-17 02:00:00+00:00,1949-05-17 12:00:00+10:00,1949-05-17,12:00,0.5760954
1949-05-17 06:00:00+00:00,1949-05-17 16:00:00+10:00,1949-05-17,16:00,0.8474858
1949-05-18 02:00:00+00:00,1949-05-18 12:00:00+10:00,1949-05-18,12:00,0.72329634
1949-05-18 06:00:00+00:00,1949-05-18 16:00:00+10:00,1949-05-18,16:00,0.61655
1949-05-19 02:00:00+00:00,1949-05-19 12:00:00+10:00,1949-05-19,12:00,0.7684054
1949-05-19 06:00:00+00:00,1949-05-19 16:00:00+10:00,1949-05-19,16:00,0.97030354
1949-05-20 02:00:00+00:00,1949-05-20 12:00:00+10:00,1949-05-20,12:00,0.045066077
1949-05-20 06:00:00+00:00,1949-05-20 16:00:00+10:00,1949-05-20,16:00,0.039991695
1949-05-21 02:00:00+00:00,1949-05-21 12:00:00+10:00,1949-05-21,12:00,0.26899838
1949-05-21 06:00:00+00:00,1949-05-21 16:00:00+10:00,1949-05-21,16:00,0.07629192
1949-05-22 02:00:00+00:00,1949-05-22 12:00:00+10:00,1949-05-22,12:00,0.2072475
1949-05-22 06:00:00+00:00,1949-05-22 16:00:00+10:00,1949-05-22,16:00,0.43299678
1949-05-23 02:00:00+00:00,1949-05-23 12:00:00+10:00,1949-05-23,12:00,0.5961592
1949-05-23 06:00:00+00:00,1949-05-23 16:00:00+10:00,1949-05-23,16:00,0.5979975
1949-05-24 02:00:00+00:00,1949-05-24 12:00:00+10:00,1949-05-24,12:00,0.33632207
1949-05-24 06:00:00+00:00,1949-05-24 16:00:00+10:00,1949-05-24,16:00,0.14582324
1949-05-25 02:00:00+00:00,1949-05-25 12:00:00+10:00,1949-05-25,12:00,0.7472182
1949-05-25 06:00:00+00:00,1949-05-25 16:00:00+10:00,1949-05-25,16:00,0.64697856
1949-05-26 02:00:00+00:00,1949-05-26 12:00:00+10:00,1949-05-26,12:00,0.8737834
1949-05-26 06:00:00+00:00,1949-05-26 16:00:00+10:00,1949-05-26,16:00,0.74834234
1949-05-27 02:00:00+00:00,1949-05-27 12:00:00+10:00,1949-05-27,12:00,0.7075939
1949-05-27 06:00:00+00:00,1949-05-27 16:00:00+10:00,1949-05-27,16:00,0.6789178
1949-05-28 02:00:00+00:00,1949-05-28 12:00:00+10:00,1949-05-28,12:00,0.54838455
1949-05-28 06:00:00+00:00,1949-05-28 16:00:00+10:00,1949-05-28,16:00,0.55241
1949-05-29 02:00:00+00:00,1949-05-29 12:00:00+10:00,1949-05-29,12:00,0.4202558
1949-05-29 06:00:00+00:00,1949-05-29 16:00:00+10:00,1949-05-29,16:00,0.25059605
1949-05-30 02:00:00+00:00,1949-05-30 12:00:00+10:00,1949-05-30,12:00,0.33643055
1949-05-30 06:00:00+00:00,1949-05-30 16:00:00+10:00,1949-05-30,16:00,0.3656869
1949-05-31 02:00:00+00:00,1949-05-31 12:00:00+10:00,1949-05-31,12:00,0.70363396
1949-05-31 06:00:00+00:00,1949-05-31 16:00:00+10:00,1949-05-31,16:00,0.62103117
1949-06-01 02:00:00+00:00,1949-06-01 12:00:00+10:00,1949-06-01,12:00,0.08680763
1949-06-01 06:00:00+00:00,1949-06-01 16:00:00+10:00,1949-06-01,16:00,0.033150394
1949-06-02 02:00:00+00:00,1949-06-02 12:00:00+10:00,1949-06-02,12:00,0.47002092
1949-06-02 06:00:00+00:00,1949-06-02 16:00:00+10:00,1949-06-02,16:00,0.43511668
1949-06-03 02:00:00+00:00,1949-06-03 12:00:00+10:00,1949-06-03,12:00,0.60174716
1949-06-03 06:00:00+00:00,1949-06-03 16:00:00+10:00,1949-06-03,16:00,0.43642604
1949-06-04 02:00:00+00:00,1949-06-04 12:00:00+10:00,1949-06-04,12:00,0.6236717
1949-06-04 06:00:00+00:00,1949-06-04 16:00:00+10:00,1949-06-04,16:00,0.5458719
1949-06-05 02:00:00+00:00,1949-06-05 12:00:00+10:00,1949-06-05,12:00,0.3658943
1949-06-05 06:00:00+00:00,1949-06-05 16:00:00+10:00,1949-06-05,16:00,0.16031986
1949-06-06 02:00:00+00:00,1949-06-06 12:00:00+10:00,1949-06-06,12:00,0.504128
1949-06-06 06:00:00+00:00,1949-06-06 16:00:00+10:00,1949-06-06,16:00,0.40523776
1949-06-07 02:00:00+00:00,1949-06-07 12:00:00+10:00,1949-06-07,12:00,0.54515123
1949-06-07 06:00:00+00:00,1949-06-07 16:00:00+10:00,1949-06-07,16:00,0.44336212
1949-06-08 02:00:00+00:00,1949-06-08 12:00:00+10:00,1949-06-08,12:00,0.5045437
1949-06-08 06:00:00+00:00,1949-06-08 16:00:00+10:00,1949-06-08,16:00,0.52113646
1949-06-09 02:00:00+00:00,1949-06-09 12:00:00+10:00,1949-06-09,12:00,0.27853665
1949-06-09 06:00:00+00:00,1949-06-09 16:00:00+10:00,1949-06-09,16:00,0.25117412
1949-06-10 02:00:00+00:00,1949-06-10 12:00:00+10:00,1949-06-10,12:00,0.40089568
1949-06-10 06:00:00+00:00,1949-06-10 16:00:00+10:00,1949-06-10,16:00,0.41938308
1949-06-11 02:00:00+00:00,1949-06-11 12:00:00+10:00,1949-06-11,12:00,0.58769375
1949-06-11 06:00:00+00:00,1949-06-11 16:00:00+10:00,1949-06-11,16:00,0.44266644
1949-06-12 02:00:00+00:00,1949-06-12 12:00:00+10:00,1949-06-12,12:00,0.49003196
1949-06-12 06:00:00+00:00,1949-06-12 16:00:00+10:00,1949-06-12,16:00,0.48414302
1949-06-13 02:00:00+00:00,1949-06-13 12:00:00+10:00,1949-06-13,12:00,0.4807718
1949-06-13 06:00:00+00:00,1949-06-13 16:00:00+10:00,1949-06-13,16:00,0.39440942
1949-06-14 02:00:00+00:00,1949-06-14 12:00:00+10:00,1949-06-14,12:00,0.10069066
1949-06-14 06:00:00+00:00,1949-06-14 16:00:00+10:00,1949-06-14,16:00,0.03709702
1949-06-15 02:00:00+00:00,1949-06-15 12:00:00+10:00,1949-06-15,12:00,0.030108333
1949-06-15 06:00:00+00:00,1949-06-15 16:00:00+10:00,1949-06-15,16:00,0.063839495
1949-06-16 02:00:00+00:00,1949-06-16 12:00:00+10:00,1949-06-16,12:00,0.08561411
1949-06-16 06:00:00+00:00,1949-06-16 16:00:00+10:00,1949-06-16,16:00,0.07474712
1949-06-17 02:00:00+00:00,1949-06-17 12:00:00+10:00,1949-06-17,12:00,0.25100783
1949-06-17 06:00:00+00:00,1949-06-17 16:00:00+10:00,1949-06-17,16:00,0.13868837
1949-06-18 02:00:00+00:00,1949-06-18 12:00:00+10:00,1949-06-18,12:00,0.16324484
1949-06-18 06:00:00+00:00,1949-06-18 16:00:00+10:00,1949-06-18,16:00,0.09171756
1949-06-19 02:00:00+00:00,1949-06-19 12:00:00+10:00,1949-06-19,12:00,0.34646317
1949-06-19 06:00:00+00:00,1949-06-19 16:00:00+10:00,1949-06-19,16:00,0.38558078
1949-06-20 02:00:00+00:00,1949-06-20 12:00:00+10:00,1949-06-20,12:00,0.47490445
1949-06-20 06:00:00+00:00,1949-06-20 16:00:00+10:00,1949-06-20,16:00,0.4831976
1949-06-21 02:00:00+00:00,1949-06-21 12:00:00+10:00,1949-06-21,12:00,0.49327073
1949-06-21 06:00:00+00:00,1949-06-21 16:00:00+10:00,1949-06-21,16:00,0.36212185
1949-06-22 02:00:00+00:00,1949-06-22 12:00:00+10:00,1949-06-22,12:00,0.45842156
1949-06-22 06:00:00+00:00,1949-06-22 16:00:00+10:00,1949-06-22,16:00,0.34434608
1949-06-23 02:00:00+00:00,1949-06-23 12:00:00+10:00,1949-06-23,12:00,0.5524239
1949-06-23 06:00:00+00:00,1949-06-23 16:00:00+10:00,1949-06-23,16:00,0.4219996
1949-06-24 02:00:00+00:00,1949-06-24 12:00:00+10:00,1949-06-24,12:00,0.48321024
1949-06-24 06:00:00+00:00,1949-06-24 16:00:00+10:00,1949-06-24,16:00,0.43141413
1949-06-25 02:00:00+00:00,1949-06-25 12:00:00+10:00,1949-06-25,12:00,0.64416075
